case_id,created_date,business_unit,product_type,process_name,workflow_stage,case_status,priority,channel,customer_segment,region,document_type,policy_reference,risk_band,transaction_amount_inr,customer_tenure_months,documents_submitted_count,fraud_alert_score,sla_hours,actual_tat_hours,sla_breach_flag,rework_count,exception_flag,csat_score,root_cause,resolution_code,knowledge_article_tag,case_summary,resolution_notes,closure_date
LO-2025-000167,2026-03-01,KYC & Document Validation,Credit Card,Disbursement,Decisioning,Open,High,Email,Retail Mass,South,Bank Statement,POL-DOC-330,High,"1,53,834.62",39,6,71.7,14,7.4,No,0,No,3.7,System Queue Delay,Closed - Withdrawn,Fraud Escalation,Email request raised for Credit Card. Team observed address mismatch in Decisioning; case routed to KYC & Document Validation.,Exception memo logged. Customer segment Retail Mass; resolution path is complete disbursement check.,
LO-2025-000168,2026-03-02,KYC & Document Validation,Auto Loan,Closure Request,Post-Disbursement,Rejected,High,Branch,Affluent,North,Bank Statement,POL-KYC-101,High,"7,69,100.84",63,8,82.9,18,25.9,Yes,0,No,2.8,Customer Dispute,Closed - Withdrawn,SLA Monitoring,Customer requested sanction clarification for Auto Loan; system queue delay flagged during Closure Request. Bank Statement review required under POL-KYC-101.,Ops reviewer tagged case as High due to system queue delay. Suggested action: contact customer for clarification.,04/04/25
LO-2025-000169,2026-03-03,Credit Decision Support,Home Loan,Application Review,Intake,Rejected,Low,Email,Affluent,Central,Sanction Letter,POL-SERV-605,Moderate,"23,40,615.76",31,1,29.2,30,20.7,No,1,No,4,System Queue Delay,Resolved - Standard,Complaint Handling,Affluent borrower submitted Sanction Letter; fraud suspicion noted while performing Application Review. Manual review requested.,Exception memo logged. Customer segment Affluent; resolution path is seek risk approval.,11/08/25
LO-2025-000170,2026-03-04,Complaints & Exceptions,Home Loan,Fraud Review,Exception Handling,Closed,High,Branch,Affluent,South,Closure Request,POL-DOC-330,Severe,"25,91,194.86",35,1,89.5,6,13.1,Yes,2,Yes,3.8,Missing Document,Closed - Withdrawn,Complaint Handling,Case originated via Branch for Home Loan. collateral valuation gap caused delay at Exception Handling; refer POL-DOC-330.,Exception memo logged. Customer segment Affluent; resolution path is trigger manual credit review.,27/07/25
LO-2025-000171,2026-03-05,Application Intake,Personal Loan,Closure Request,Post-Disbursement,Open,Medium,Branch,Affluent,North,Collateral Deed,POL-SLA-512,High,"6,50,774.73",27,4,76.3,20,20.5,Yes,3,Yes,3.9,Fraud Suspected,Closed - Withdrawn,Sanction Conditions,Case originated via Branch for Personal Loan. system queue delay caused delay at Post-Disbursement; refer POL-SLA-512.,Exception memo logged. Customer segment Affluent; resolution path is re-run KYC screening.,
LO-2025-000172,2026-03-06,Servicing & Amendments,Home Loan,Collateral Check,Intake,In Review,High,Relationship Manager,Affluent,East,Income Proof,POL-KYC-101,High,"42,00,485.79",53,8,71.2,34,45.6,Yes,0,No,4.7,Income Variance,Closed - Withdrawn,Fraud Escalation,Relationship Manager request raised for Home Loan. Team observed missing bank statement in Intake; case routed to Servicing & Amendments.,Exception memo logged. Customer segment Affluent; resolution path is update sanction terms.,
LO-2025-000173,2026-03-07,Application Intake,Credit Card,Disbursement,Intake,In Review,Critical,Relationship Manager,Affluent,West,Exception Memo,POL-SERV-605,Severe,"2,91,607.57",61,1,100,12,23.2,Yes,0,Yes,4.7,Manual Override Needed,Rejected - Policy,Complaint Handling,Case originated via Relationship Manager for Credit Card. missing bank statement caused delay at Intake; refer POL-SERV-605.,Exception memo logged. Customer segment Affluent; resolution path is seek risk approval.,
LO-2025-000174,2026-03-08,Application Intake,Credit Card,EMI Restructuring,Fulfillment,Approved,Medium,Email,Retail Mass,Central,Sanction Letter,POL-DOC-330,Severe,"1,52,571.03",40,5,94,30,20.9,No,3,Yes,4.1,Customer Dispute,Rejected - Risk,Rate Revision,Retail Mass borrower submitted Sanction Letter; AML alert noted while performing EMI Restructuring. Manual review requested.,Branch follow-up completed. AML alert remains open; refer to POL-DOC-330 before update sanction terms.,11/03/25
LO-2025-000175,2026-03-09,Servicing & Amendments,Home Loan,Disbursement,Exception Handling,Pending Documents,High,Email,Retail Mass,Central,Closure Request,POL-SERV-605,High,"30,09,840.39",34,2,83.9,14,27.1,Yes,1,No,3.2,Name Mismatch,Resolved - Standard,Rate Revision,Retail Mass borrower submitted Closure Request; fraud suspicion noted while performing Disbursement. Manual review requested.,Analyst checked Closure Request and updated workflow to Pending Documents. Next step: trigger manual credit review.,
LO-2025-000176,2026-03-10,Application Intake,Auto Loan,Application Review,Validation,Escalated,Low,Web Portal,Retail Mass,North,Collateral Deed,POL-CREDIT-214,High,"10,31,065.41",24,4,79,30,37,Yes,2,Yes,2.8,Fraud Suspected,Closed - Duplicate,KYC Exception,Case originated via Web Portal for Auto Loan. signature mismatch caused delay at Validation; refer POL-CREDIT-214.,Branch follow-up completed. signature mismatch remains open; refer to POL-CREDIT-214 before collect pending documents.,
LO-2025-000177,2026-03-11,Complaints & Exceptions,Auto Loan,Disbursement,Closure,Open,High,Branch,SME,West,Sanction Letter,POL-SERV-605,Moderate,"7,25,360.18",42,2,31.3,14,1,No,1,No,4,Rate Revision Request,Rejected - Policy,Rate Revision,Branch request raised for Auto Loan. Team observed address mismatch in Closure; case routed to Complaints & Exceptions.,Analyst checked Sanction Letter and updated workflow to Open. Next step: seek risk approval.,
LO-2025-000178,2026-03-12,Application Intake,Credit Card,Application Review,Decisioning,Approved,Low,Mobile App,Retail Mass,East,Exception Memo,POL-SERV-605,High,"63,457.74",15,2,67.7,30,28,No,2,Yes,3.5,Income Variance,Rejected - Policy,KYC Exception,Retail Mass borrower submitted Exception Memo; missing bank statement noted while performing Application Review. Manual review requested.,Branch follow-up completed. missing bank statement remains open; refer to POL-SERV-605 before update sanction terms.,03/11/25
LO-2025-000179,2026-03-13,Servicing & Amendments,Personal Loan,Income Validation,Decisioning,Approved,Low,Branch,Retail Mass,East,Closure Request,POL-DOC-330,High,"3,39,202.15",10,3,82,24,21.9,No,2,Yes,4.5,Collateral Valuation Gap,Resolved - Standard,Sanction Conditions,Retail Mass borrower submitted Closure Request; address mismatch noted while performing Income Validation. Manual review requested.,Ops reviewer tagged case as Low due to address mismatch. Suggested action: update sanction terms.,16/10/25
LO-2025-000180,2026-03-14,KYC & Document Validation,SME Working Capital,KYC Verification,Decisioning,Approved,Medium,Email,SME,East,Exception Memo,POL-FRAUD-418,High,"51,27,254.57",67,1,66.1,12,22,Yes,0,No,3,Missing Document,Rejected - Risk,Disbursement Hold,Customer requested sanction clarification for SME Working Capital; collateral valuation gap flagged during KYC Verification. Exception Memo review required under POL-FRAUD-418.,Analyst checked Exception Memo and updated workflow to Approved. Next step: update sanction terms.,22/09/25
LO-2025-000181,2026-03-15,Credit Decision Support,Credit Card,KYC Verification,Validation,Closed,High,Relationship Manager,Retail Mass,North,Bank Statement,POL-KYC-101,Low,"1,47,103.79",33,6,9.7,10,19.8,Yes,1,Yes,3.7,AML Trigger,Escalated to Ops Manager,Rate Revision,Retail Mass borrower submitted Bank Statement; name mismatch noted while performing KYC Verification. Manual review requested.,Analyst checked Bank Statement and updated workflow to Closed. Next step: update sanction terms.,08/02/25
LO-2025-000182,2026-03-16,Credit Decision Support,Personal Loan,EMI Restructuring,Decisioning,Open,High,Mobile App,Affluent,Central,Income Proof,POL-COMP-709,Moderate,"4,71,390.88",54,4,26.7,28,26.7,No,0,No,4.2,Rate Revision Request,Escalated to Ops Manager,SLA Monitoring,Affluent borrower submitted Income Proof; name mismatch noted while performing EMI Restructuring. Manual review requested.,Branch follow-up completed. name mismatch remains open; refer to POL-COMP-709 before trigger manual credit review.,
LO-2025-000183,2026-03-17,Credit Decision Support,Credit Card,EMI Restructuring,Post-Disbursement,Open,Low,Branch,SME,Central,Collateral Deed,POL-SERV-605,Low,"44,037.46",24,8,17.5,36,25.1,No,1,No,3.4,Income Variance,Resolved - Manual Review,Disbursement Hold,Customer requested disbursement for Credit Card; signature mismatch flagged during EMI Restructuring. Collateral Deed review required under POL-SERV-605.,Analyst checked Collateral Deed and updated workflow to Open. Next step: complete disbursement check.,
LO-2025-000184,2026-03-18,Servicing & Amendments,Auto Loan,Disbursement,Validation,Closed,High,Branch,Retail Mass,Central,Collateral Deed,POL-CREDIT-214,Moderate,"10,51,806.49",45,3,9.4,14,14.7,Yes,0,No,3.2,Name Mismatch,Resolved - Manual Review,Collateral Review,Retail Mass borrower submitted Collateral Deed; address mismatch noted while performing Disbursement. Manual review requested.,Analyst checked Collateral Deed and updated workflow to Closed. Next step: close as duplicate.,10/10/25
LO-2025-000185,2026-03-19,Disbursement Control,Home Loan,Disbursement,Decisioning,Rejected,Medium,Web Portal,Retail Mass,South,Closure Request,POL-FRAUD-418,High,"34,51,543.08",17,4,77.1,16,27.4,Yes,1,Yes,3.3,AML Trigger,Resolved - Standard,Rate Revision,Retail Mass borrower submitted Closure Request; address mismatch noted while performing Disbursement. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is seek risk approval.,24/12/25
LO-2025-000186,2026-03-20,Servicing & Amendments,Auto Loan,EMI Restructuring,Validation,In Review,High,Web Portal,Retail Mass,West,Closure Request,POL-COMP-709,Moderate,"8,54,911.79",32,1,18.4,28,33.5,Yes,2,Yes,4,Collateral Valuation Gap,Resolved - Manual Review,Fraud Escalation,Retail Mass borrower submitted Closure Request; fraud suspicion noted while performing EMI Restructuring. Manual review requested.,Ops reviewer tagged case as High due to fraud suspicion. Suggested action: close as duplicate.,
LO-2025-000187,2026-03-21,Complaints & Exceptions,Credit Card,Fraud Review,Fulfillment,Closed,Medium,Relationship Manager,Retail Mass,North,Collateral Deed,POL-SLA-512,High,"1,88,802.49",37,3,65.7,8,10.7,Yes,1,Yes,1.8,Fraud Suspected,Awaiting Customer Action,Fraud Escalation,Relationship Manager request raised for Credit Card. Team observed missing bank statement in Fulfillment; case routed to Complaints & Exceptions.,Analyst checked Collateral Deed and updated workflow to Closed. Next step: complete disbursement check.,20/07/25
LO-2025-000188,2026-03-22,Disbursement Control,Personal Loan,Complaint Resolution,Fulfillment,Escalated,Low,Branch,Affluent,Central,Bank Statement,POL-SERV-605,Low,"4,82,467.28",59,6,9.2,54,77.2,Yes,1,Yes,2.1,Rate Revision Request,Resolved - Standard,Fraud Escalation,Customer raised repayment grievance for Personal Loan; signature mismatch flagged during Complaint Resolution. Bank Statement review required under POL-SERV-605.,Branch follow-up completed. signature mismatch remains open; refer to POL-SERV-605 before update sanction terms.,
LO-2025-000189,2026-03-23,Credit Decision Support,SME Working Capital,Disbursement,Decisioning,Closed,High,Branch,Affluent,North,Collateral Deed,POL-COMP-709,Moderate,"23,61,208.63",27,12,35.1,14,20.6,Yes,1,No,3.6,Rate Revision Request,Closed - Duplicate,Disbursement Hold,Affluent borrower submitted Collateral Deed; address mismatch noted while performing Disbursement. Manual review requested.,Analyst checked Collateral Deed and updated workflow to Closed. Next step: close as duplicate.,13/07/25
LO-2025-000190,2026-03-24,KYC & Document Validation,Loan Against Property,EMI Restructuring,Decisioning,Closed,Medium,Web Portal,Affluent,Central,Bank Statement,POL-FRAUD-418,High,"33,77,146.96",49,8,53.1,30,35.3,Yes,1,No,3.4,Income Variance,Closed - Duplicate,Sanction Conditions,Web Portal request raised for Loan Against Property. Team observed income variance in Decisioning; case routed to KYC & Document Validation.,Analyst checked Bank Statement and updated workflow to Closed. Next step: update sanction terms.,20/04/25
LO-2025-000191,2026-03-25,Servicing & Amendments,Credit Card,Closure Request,Fulfillment,Approved,Medium,Mobile App,Retail Mass,South,KYC Pack,POL-CREDIT-214,Moderate,"1,46,283.73",1,4,34.1,20,9.1,No,1,Yes,2.4,Manual Override Needed,Rejected - Policy,SLA Monitoring,Mobile App request raised for Credit Card. Team observed missing bank statement in Fulfillment; case routed to Servicing & Amendments.,Ops reviewer tagged case as Medium due to missing bank statement. Suggested action: close as duplicate.,20/11/25
LO-2025-000192,2026-03-26,Credit Decision Support,Personal Loan,Complaint Resolution,Fulfillment,Closed,High,Relationship Manager,Corporate,South,Exception Memo,POL-SLA-512,Moderate,"3,39,567.95",54,1,43.4,46,26.1,No,0,Yes,3.8,AML Trigger,Awaiting Customer Action,Fraud Escalation,Relationship Manager request raised for Personal Loan. Team observed missing bank statement in Fulfillment; case routed to Credit Decision Support.,Branch follow-up completed. missing bank statement remains open; refer to POL-SLA-512 before seek risk approval.,31/07/25
LO-2025-000193,2026-03-27,Disbursement Control,Loan Against Property,KYC Verification,Validation,In Review,Low,Branch,SME,Central,Dispute Form,POL-COMP-709,Moderate,"24,29,617.89",38,2,27.1,18,22.8,Yes,0,No,2.5,Income Variance,Resolved - Standard,SLA Monitoring,Customer requested disbursement for Loan Against Property; income variance flagged during KYC Verification. Dispute Form review required under POL-COMP-709.,Exception memo logged. Customer segment SME; resolution path is seek risk approval.,
LO-2025-000194,2026-03-28,Servicing & Amendments,Credit Card,EMI Restructuring,Approval,In Review,Low,Mobile App,Retail Mass,West,Dispute Form,POL-DOC-330,High,"97,797.32",11,2,66.6,36,29.3,No,0,Yes,4,Manual Override Needed,Escalated to Ops Manager,SLA Monitoring,Mobile App request raised for Credit Card. Team observed income variance in Approval; case routed to Servicing & Amendments.,Branch follow-up completed. income variance remains open; refer to POL-DOC-330 before complete disbursement check.,
LO-2025-000195,2026-03-29,Servicing & Amendments,Home Loan,Application Review,Approval,Open,Low,Mobile App,Affluent,East,Dispute Form,POL-DOC-330,High,"26,23,576.70",51,7,64.9,30,38,Yes,1,No,3.2,Name Mismatch,Rejected - Risk,Collateral Review,Affluent borrower submitted Dispute Form; duplicate request noted while performing Application Review. Manual review requested.,Branch follow-up completed. duplicate request remains open; refer to POL-DOC-330 before complete disbursement check.,
LO-2025-000196,2026-03-30,Servicing & Amendments,Personal Loan,Closure Request,Validation,Approved,Medium,Email,Affluent,West,Bank Statement,POL-COMP-709,High,"3,64,815.96",55,5,82.3,20,33.5,Yes,2,Yes,3,Signature Mismatch,Closed - Duplicate,Income Assessment,Case originated via Email for Personal Loan. collateral valuation gap caused delay at Validation; refer POL-COMP-709.,Analyst checked Bank Statement and updated workflow to Approved. Next step: seek risk approval.,26/12/25
LO-2025-000197,2026-03-31,Application Intake,Loan Against Property,KYC Verification,Post-Disbursement,Approved,Medium,Branch,Retail Mass,East,Income Proof,POL-SLA-512,High,"51,25,078.68",17,4,72.3,12,1,No,0,No,5,Missing Document,Escalated to Ops Manager,Closure & NOC,Case originated via Branch for Loan Against Property. duplicate request caused delay at Post-Disbursement; refer POL-SLA-512.,Analyst checked Income Proof and updated workflow to Approved. Next step: update sanction terms.,31/12/25
LO-2025-000198,2026-04-01,Servicing & Amendments,Home Loan,Fraud Review,Approval,Pending Documents,Low,Branch,Retail Mass,North,Bank Statement,POL-KYC-101,Severe,"35,93,722.35",43,2,100,14,19,Yes,3,Yes,2.9,Collateral Valuation Gap,Escalated to Ops Manager,Closure & NOC,Customer requested sanction clarification for Home Loan; signature mismatch flagged during Fraud Review. Bank Statement review required under POL-KYC-101.,Analyst checked Bank Statement and updated workflow to Pending Documents. Next step: trigger manual credit review.,
LO-2025-000199,2026-04-02,Credit Decision Support,Credit Card,Complaint Resolution,Decisioning,Closed,Medium,Mobile App,Retail Mass,West,KYC Pack,POL-DOC-330,Low,"1,11,069.55",17,4,24.1,48,53.5,Yes,0,No,3.1,Income Variance,Closed - Withdrawn,Closure & NOC,Retail Mass borrower submitted KYC Pack; fraud suspicion noted while performing Complaint Resolution. Manual review requested.,Branch follow-up completed. fraud suspicion remains open; refer to POL-DOC-330 before close as duplicate.,16/10/25
LO-2025-000200,2026-04-03,Credit Decision Support,Loan Against Property,Collateral Check,Post-Disbursement,Closed,Medium,Web Portal,Affluent,North,Exception Memo,POL-KYC-101,High,"29,19,763.13",37,3,45.9,36,21.8,No,1,No,3.7,Collateral Valuation Gap,Rejected - Risk,Income Assessment,Case originated via Web Portal for Loan Against Property. duplicate request caused delay at Post-Disbursement; refer POL-KYC-101.,Analyst checked Exception Memo and updated workflow to Closed. Next step: close as duplicate.,14/12/25
LO-2025-000201,2026-04-04,KYC & Document Validation,Auto Loan,Disbursement,Intake,Closed,Medium,Web Portal,SME,East,Bank Statement,POL-SERV-605,Moderate,"6,38,891.39",44,5,9.6,16,10.8,No,0,No,3.4,Signature Mismatch,Awaiting Customer Action,Sanction Conditions,Web Portal request raised for Auto Loan. Team observed system queue delay in Intake; case routed to KYC & Document Validation.,Ops reviewer tagged case as Medium due to system queue delay. Suggested action: update sanction terms.,01/05/25
LO-2025-000202,2026-04-05,Application Intake,Home Loan,KYC Verification,Fulfillment,Rejected,Medium,Relationship Manager,Affluent,North,Exception Memo,POL-DOC-330,High,"34,83,425.49",26,3,77.3,12,2.4,No,4,Yes,2.9,Manual Override Needed,Closed - Duplicate,Rate Revision,Relationship Manager request raised for Home Loan. Team observed system queue delay in Fulfillment; case routed to Application Intake.,Ops reviewer tagged case as Medium due to system queue delay. Suggested action: collect pending documents.,09/09/25
LO-2025-000203,2026-04-06,Credit Decision Support,Personal Loan,Fraud Review,Decisioning,Closed,High,Web Portal,Retail Mass,Central,Exception Memo,POL-DOC-330,Moderate,"7,01,216.25",37,3,51.4,6,1,No,0,No,5,Rate Revision Request,Escalated to Ops Manager,KYC Exception,Retail Mass borrower submitted Exception Memo; name mismatch noted while performing Fraud Review. Manual review requested.,Branch follow-up completed. name mismatch remains open; refer to POL-DOC-330 before seek risk approval.,14/07/25
LO-2025-000204,2026-04-07,Credit Decision Support,Home Loan,Complaint Resolution,Decisioning,Pending Documents,Medium,Web Portal,SME,East,Dispute Form,POL-DOC-330,High,"51,24,016.75",37,1,53.3,48,56,Yes,3,Yes,2.8,AML Trigger,Closed - Duplicate,Collateral Review,Customer requested sanction clarification for Home Loan; address mismatch flagged during Complaint Resolution. Dispute Form review required under POL-DOC-330.,Branch follow-up completed. address mismatch remains open; refer to POL-DOC-330 before update sanction terms.,
LO-2025-000205,2026-04-08,Application Intake,Credit Card,Income Validation,Decisioning,Open,Medium,Branch,SME,Central,Closure Request,POL-COMP-709,Moderate,"2,55,314.36",45,1,33.4,18,6.7,No,1,Yes,4.5,AML Trigger,Resolved - Manual Review,Disbursement Hold,Customer submitted closure request for Credit Card; AML alert flagged during Income Validation. Closure Request review required under POL-COMP-709.,Branch follow-up completed. AML alert remains open; refer to POL-COMP-709 before contact customer for clarification.,
LO-2025-000206,2026-04-09,KYC & Document Validation,Personal Loan,Disbursement,Decisioning,Approved,High,Web Portal,Retail Mass,East,Sanction Letter,POL-SLA-512,High,"4,48,426.65",39,2,67.5,14,13.1,No,0,Yes,4,Manual Override Needed,Closed - Withdrawn,Complaint Handling,Case originated via Web Portal for Personal Loan. missing bank statement caused delay at Decisioning; refer POL-SLA-512.,Exception memo logged. Customer segment Retail Mass; resolution path is close as duplicate.,02/07/25
LO-2025-000207,2026-04-10,Application Intake,SME Working Capital,Income Validation,Fulfillment,Closed,Medium,Mobile App,Retail Mass,North,Income Proof,POL-CREDIT-214,High,"65,48,456.37",30,3,79.3,18,8.6,No,2,Yes,4.5,System Queue Delay,Closed - Withdrawn,Sanction Conditions,Case originated via Mobile App for SME Working Capital. signature mismatch caused delay at Fulfillment; refer POL-CREDIT-214.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,01/12/25
LO-2025-000208,2026-04-11,Application Intake,Personal Loan,Application Review,Intake,Pending Documents,Medium,Relationship Manager,SME,South,Bank Statement,POL-FRAUD-418,Severe,"8,56,512.08",51,2,100,24,28.4,Yes,3,Yes,2.8,Name Mismatch,Escalated to Ops Manager,Income Assessment,Case originated via Relationship Manager for Personal Loan. income variance caused delay at Intake; refer POL-FRAUD-418.,Analyst checked Bank Statement and updated workflow to Pending Documents. Next step: trigger manual credit review.,
LO-2025-000209,2026-04-12,Application Intake,SME Working Capital,EMI Restructuring,Validation,In Review,Medium,Mobile App,Retail Mass,South,KYC Pack,POL-KYC-101,Severe,"1,57,22,584.16",31,4,95.8,30,25.7,No,0,No,3.7,Signature Mismatch,Closed - Duplicate,Rate Revision,Case originated via Mobile App for SME Working Capital. signature mismatch caused delay at Validation; refer POL-KYC-101.,Ops reviewer tagged case as Medium due to signature mismatch. Suggested action: contact customer for clarification.,
LO-2025-000210,2026-04-13,Disbursement Control,Personal Loan,Sanction Review,Exception Handling,Approved,Medium,Branch,Retail Mass,West,Collateral Deed,POL-CREDIT-214,Moderate,"4,13,262.86",1,5,48.5,24,34.8,Yes,3,Yes,1.8,Collateral Valuation Gap,Escalated to Ops Manager,KYC Exception,Customer requested sanction clarification for Personal Loan; name mismatch flagged during Sanction Review. Collateral Deed review required under POL-CREDIT-214.,Exception memo logged. Customer segment Retail Mass; resolution path is contact customer for clarification.,28/06/25
LO-2025-000211,2026-04-14,Credit Decision Support,Home Loan,Sanction Review,Approval,Closed,Medium,Branch,SME,West,Dispute Form,POL-CREDIT-214,High,"26,17,008.48",39,3,26.7,24,27.1,Yes,3,Yes,3.5,Income Variance,Escalated to Ops Manager,Closure & NOC,Branch request raised for Home Loan. Team observed duplicate request in Approval; case routed to Credit Decision Support.,Branch follow-up completed. duplicate request remains open; refer to POL-CREDIT-214 before close as duplicate.,16/05/25
LO-2025-000212,2026-04-15,Servicing & Amendments,Personal Loan,Income Validation,Intake,Open,Medium,Web Portal,SME,West,Sanction Letter,POL-DOC-330,Moderate,"3,46,422.67",50,1,39.8,18,13.6,No,1,No,3.5,Missing Document,Rejected - Risk,Collateral Review,SME borrower submitted Sanction Letter; name mismatch noted while performing Income Validation. Manual review requested.,Exception memo logged. Customer segment SME; resolution path is collect pending documents.,
LO-2025-000213,2026-04-16,Application Intake,Home Loan,Collateral Check,Decisioning,In Review,High,Email,Retail Mass,North,Closure Request,POL-KYC-101,High,"58,75,825.21",41,4,69.5,34,33.8,No,0,No,5,Income Variance,Resolved - Standard,KYC Exception,Email request raised for Home Loan. Team observed AML alert in Decisioning; case routed to Application Intake.,Branch follow-up completed. AML alert remains open; refer to POL-KYC-101 before complete disbursement check.,
LO-2025-000214,2026-04-17,Servicing & Amendments,Home Loan,Collateral Check,Decisioning,Closed,Medium,Email,Retail Mass,North,Sanction Letter,POL-FRAUD-418,High,"47,61,029.81",13,4,57.5,36,38.6,Yes,2,Yes,2.8,Customer Dispute,Awaiting Customer Action,Disbursement Hold,Retail Mass borrower submitted Sanction Letter; signature mismatch noted while performing Collateral Check. Manual review requested.,Branch follow-up completed. signature mismatch remains open; refer to POL-FRAUD-418 before update sanction terms.,20/11/25
LO-2025-000215,2026-04-18,Complaints & Exceptions,Credit Card,Collateral Check,Closure,Pending Documents,Medium,Branch,SME,Central,Income Proof,POL-FRAUD-418,High,"71,754.11",7,3,71.7,36,52.4,Yes,1,No,3.6,Address Mismatch,Closed - Withdrawn,KYC Exception,SME borrower submitted Income Proof; name mismatch noted while performing Collateral Check. Manual review requested.,Ops reviewer tagged case as Medium due to name mismatch. Suggested action: seek risk approval.,
LO-2025-000216,2026-04-19,Disbursement Control,Home Loan,Application Review,Intake,Rejected,High,Relationship Manager,Retail Mass,South,Closure Request,POL-SLA-512,High,"66,34,704.19",35,1,29.3,22,31.8,Yes,2,Yes,3.8,Signature Mismatch,Closed - Withdrawn,Rate Revision,Relationship Manager request raised for Home Loan. Team observed system queue delay in Intake; case routed to Disbursement Control.,Analyst checked Closure Request and updated workflow to Rejected. Next step: contact customer for clarification.,13/01/25
LO-2025-000217,2026-04-20,Credit Decision Support,Personal Loan,Closure Request,Validation,Pending Documents,Medium,Relationship Manager,Retail Mass,Central,Bank Statement,POL-KYC-101,High,"4,20,654.44",16,5,62.7,20,38.4,Yes,0,Yes,3.9,Fraud Suspected,Resolved - Standard,Collateral Review,Case originated via Relationship Manager for Personal Loan. system queue delay caused delay at Validation; refer POL-KYC-101.,Exception memo logged. Customer segment Retail Mass; resolution path is seek risk approval.,
LO-2025-000218,2026-04-21,KYC & Document Validation,SME Working Capital,Complaint Resolution,Validation,Escalated,High,Mobile App,Retail Mass,Central,Exception Memo,POL-COMP-709,High,"79,19,829.05",34,5,37.6,46,67,Yes,3,Yes,2.7,Fraud Suspected,Rejected - Policy,Collateral Review,Customer requested disbursement for SME Working Capital; address mismatch flagged during Complaint Resolution. Exception Memo review required under POL-COMP-709.,Analyst checked Exception Memo and updated workflow to Escalated. Next step: collect pending documents.,
LO-2025-000219,2026-04-22,Application Intake,Home Loan,KYC Verification,Approval,Open,Medium,Relationship Manager,Affluent,Central,Collateral Deed,POL-KYC-101,High,"53,58,834.52",52,12,17,12,23.4,Yes,0,No,4.9,System Queue Delay,Closed - Duplicate,Sanction Conditions,Customer asked for rate revision for Home Loan; address mismatch flagged during KYC Verification. Collateral Deed review required under POL-KYC-101.,Analyst checked Collateral Deed and updated workflow to Open. Next step: re-run KYC screening.,
LO-2025-000220,2026-04-23,Servicing & Amendments,Credit Card,Application Review,Post-Disbursement,In Review,Low,Branch,Retail Mass,South,Income Proof,POL-KYC-101,High,"1,64,873.06",26,2,78.3,30,28.5,No,1,No,4,Rate Revision Request,Awaiting Customer Action,Sanction Conditions,Branch request raised for Credit Card. Team observed fraud suspicion in Post-Disbursement; case routed to Servicing & Amendments.,Exception memo logged. Customer segment Retail Mass; resolution path is trigger manual credit review.,
LO-2025-000221,2026-04-24,Servicing & Amendments,SME Working Capital,EMI Restructuring,Exception Handling,Pending Documents,Low,Web Portal,Retail Mass,South,Exception Memo,POL-DOC-330,High,"65,47,249.58",29,4,59.2,36,51,Yes,1,No,2.7,System Queue Delay,Closed - Duplicate,Complaint Handling,Retail Mass borrower submitted Exception Memo; signature mismatch noted while performing EMI Restructuring. Manual review requested.,Ops reviewer tagged case as Low due to signature mismatch. Suggested action: update sanction terms.,
LO-2025-000222,2026-04-25,Complaints & Exceptions,Credit Card,Sanction Review,Decisioning,In Review,Critical,Branch,Retail Mass,East,KYC Pack,POL-SLA-512,Moderate,"1,23,440.72",17,6,52.6,20,16.4,No,0,No,5,Income Variance,Resolved - Manual Review,Disbursement Hold,Customer requested sanction clarification for Credit Card; name mismatch flagged during Sanction Review. KYC Pack review required under POL-SLA-512.,Branch follow-up completed. name mismatch remains open; refer to POL-SLA-512 before seek risk approval.,
LO-2025-000223,2026-04-26,KYC & Document Validation,Home Loan,Income Validation,Validation,Closed,Medium,Branch,Retail Mass,Central,Dispute Form,POL-SLA-512,High,"35,18,485.87",14,1,68.8,18,21.6,Yes,2,Yes,3.1,Address Mismatch,Resolved - Standard,Income Assessment,Retail Mass borrower submitted Dispute Form; signature mismatch noted while performing Income Validation. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is trigger manual credit review.,31/03/25
LO-2025-000224,2026-04-27,KYC & Document Validation,Loan Against Property,EMI Restructuring,Decisioning,Closed,High,Branch,Affluent,Central,KYC Pack,POL-SERV-605,High,"41,98,217.15",23,8,47.6,28,26.6,No,2,Yes,4.2,Signature Mismatch,Resolved - Standard,Closure & NOC,Branch request raised for Loan Against Property. Team observed name mismatch in Decisioning; case routed to KYC & Document Validation.,Ops reviewer tagged case as High due to name mismatch. Suggested action: seek risk approval.,27/09/25
LO-2025-000225,2026-04-28,Complaints & Exceptions,SME Working Capital,Closure Request,Post-Disbursement,Approved,Low,Web Portal,SME,South,Bank Statement,POL-DOC-330,High,"39,36,494.93",54,6,0,26,39.7,Yes,0,No,4.7,Name Mismatch,Rejected - Policy,Fraud Escalation,Case originated via Web Portal for SME Working Capital. address mismatch caused delay at Post-Disbursement; refer POL-DOC-330.,Exception memo logged. Customer segment SME; resolution path is seek risk approval.,10/10/25
