case_id,created_date,business_unit,product_type,process_name,workflow_stage,case_status,priority,channel,customer_segment,region,document_type,policy_reference,risk_band,transaction_amount_inr,customer_tenure_months,documents_submitted_count,fraud_alert_score,sla_hours,actual_tat_hours,sla_breach_flag,rework_count,exception_flag,csat_score,root_cause,resolution_code,knowledge_article_tag,case_summary,resolution_notes,closure_date
LO-2025-000266,2025-07-26,Credit Decision Support,Home Loan,Application Review,Exception Handling,Rejected,Medium,Relationship Manager,Corporate,Central,KYC Pack,POL-SLA-512,Severe,2196022.25,62,6,90.2,24,18.4,No,2,Yes,3,Rate Revision Request,Awaiting Customer Action,Fraud Escalation,Case originated via Relationship Manager for Home Loan. system queue delay caused delay at Exception Handling; refer POL-SLA-512.,Exception memo logged. Customer segment Corporate; resolution path is trigger manual credit review.,2025-07-27
LO-2025-000267,2025-07-16,KYC & Document Validation,Auto Loan,Application Review,Fulfillment,Closed,Low,Mobile App,Corporate,North,Exception Memo,POL-COMP-709,Moderate,843071.34,43,3,8.9,30,34.1,Yes,0,No,3.8,Collateral Valuation Gap,Awaiting Customer Action,Sanction Conditions,Corporate borrower submitted Exception Memo; missing bank statement noted while performing Application Review. Manual review requested.,Exception memo logged. Customer segment Corporate; resolution path is trigger manual credit review.,2025-07-18
LO-2025-000268,2025-01-09,Complaints & Exceptions,Personal Loan,Closure Request,Fulfillment,Pending Documents,Low,Relationship Manager,Affluent,West,Dispute Form,POL-KYC-101,Severe,841262.46,10,4,98.1,26,40.4,Yes,4,Yes,2.2,Fraud Suspected,Resolved - Manual Review,Disbursement Hold,Customer raised repayment grievance for Personal Loan; system queue delay flagged during Closure Request. Dispute Form review required under POL-KYC-101.,Analyst checked Dispute Form and updated workflow to Pending Documents. Next step: complete disbursement check.,
LO-2025-000269,2025-11-13,Disbursement Control,Home Loan,Fraud Review,Decisioning,Rejected,High,Branch,Affluent,North,KYC Pack,POL-SERV-605,Severe,3224214.22,67,5,87.1,6,11.1,Yes,3,Yes,4.2,Income Variance,Escalated to Ops Manager,Fraud Escalation,Branch request raised for Home Loan. Team observed name mismatch in Decisioning; case routed to Disbursement Control.,Ops reviewer tagged case as High due to name mismatch. Suggested action: collect pending documents.,2025-11-14
LO-2025-000270,2025-06-16,Application Intake,Credit Card,Complaint Resolution,Validation,Approved,High,Branch,Affluent,Central,Sanction Letter,POL-KYC-101,High,82765.95,44,5,77.3,46,51.4,Yes,2,Yes,3.2,Address Mismatch,Resolved - Manual Review,Closure & NOC,Branch request raised for Credit Card. Team observed signature mismatch in Validation; case routed to Application Intake.,Ops reviewer tagged case as High due to signature mismatch. Suggested action: re-run KYC screening.,2025-06-18
LO-2025-000271,2025-01-09,Application Intake,Home Loan,EMI Restructuring,Validation,In Review,Low,Branch,Affluent,South,Income Proof,POL-COMP-709,High,7903356.74,44,4,14.1,36,51.4,Yes,2,Yes,2.5,Signature Mismatch,Escalated to Ops Manager,SLA Monitoring,Customer requested disbursement for Home Loan; duplicate request flagged during EMI Restructuring. Income Proof review required under POL-COMP-709.,Ops reviewer tagged case as Low due to duplicate request. Suggested action: trigger manual credit review.,
LO-2025-000272,2025-11-18,Servicing & Amendments,Personal Loan,Closure Request,Fulfillment,Pending Documents,High,Mobile App,Retail Mass,South,KYC Pack,POL-SLA-512,Low,444580.27,15,4,20.2,18,32.9,Yes,1,No,2.6,Income Variance,Resolved - Manual Review,Fraud Escalation,Case originated via Mobile App for Personal Loan. address mismatch caused delay at Fulfillment; refer POL-SLA-512.,Ops reviewer tagged case as High due to address mismatch. Suggested action: update sanction terms.,
LO-2025-000273,2025-09-12,Complaints & Exceptions,Loan Against Property,Complaint Resolution,Decisioning,Escalated,Medium,Branch,SME,South,Collateral Deed,POL-KYC-101,High,4392634.53,14,7,68.8,48,81.3,Yes,3,Yes,3.1,Address Mismatch,Rejected - Risk,Income Assessment,Customer requested disbursement for Loan Against Property; missing bank statement flagged during Complaint Resolution. Collateral Deed review required under POL-KYC-101.,Branch follow-up completed. missing bank statement remains open; refer to POL-KYC-101 before close as duplicate.,
LO-2025-000274,2025-08-03,KYC & Document Validation,Personal Loan,Closure Request,Intake,Escalated,Critical,Branch,SME,West,Income Proof,POL-KYC-101,High,397142.54,22,6,80.4,16,37.2,Yes,3,Yes,3.9,Address Mismatch,Resolved - Manual Review,Fraud Escalation,Branch request raised for Personal Loan. Team observed address mismatch in Intake; case routed to KYC & Document Validation.,Branch follow-up completed. address mismatch remains open; refer to POL-KYC-101 before update sanction terms.,
LO-2025-000275,2025-03-11,Credit Decision Support,Home Loan,Collateral Check,Decisioning,Pending Documents,Medium,Web Portal,SME,South,Sanction Letter,POL-SLA-512,Severe,3722231.41,38,1,95.3,36,35.4,No,2,Yes,3.9,AML Trigger,Rejected - Policy,Collateral Review,SME borrower submitted Sanction Letter; duplicate request noted while performing Collateral Check. Manual review requested.,Ops reviewer tagged case as Medium due to duplicate request. Suggested action: re-run KYC screening.,
LO-2025-000276,2025-02-14,Credit Decision Support,Home Loan,Sanction Review,Intake,Closed,Medium,Branch,Retail Mass,East,Bank Statement,POL-COMP-709,High,3659455.25,36,7,46.2,24,22.8,No,1,No,4.2,Signature Mismatch,Escalated to Ops Manager,SLA Monitoring,Branch request raised for Home Loan. Team observed missing bank statement in Intake; case routed to Credit Decision Support.,Exception memo logged. Customer segment Retail Mass; resolution path is contact customer for clarification.,2025-02-15
LO-2025-000277,2025-08-06,Credit Decision Support,Home Loan,Collateral Check,Validation,In Review,Medium,Email,Corporate,Central,KYC Pack,POL-FRAUD-418,High,2724396.73,56,4,2.7,36,33.3,No,2,Yes,3.5,Missing Document,Closed - Withdrawn,KYC Exception,Case originated via Email for Home Loan. system queue delay caused delay at Validation; refer POL-FRAUD-418.,Analyst checked KYC Pack and updated workflow to In Review. Next step: contact customer for clarification.,
LO-2025-000278,2025-10-20,Credit Decision Support,Auto Loan,Application Review,Fulfillment,In Review,Medium,Web Portal,Retail Mass,North,KYC Pack,POL-FRAUD-418,High,1030935.89,14,7,76.4,24,33.6,Yes,1,No,4.2,Signature Mismatch,Rejected - Policy,Disbursement Hold,Case originated via Web Portal for Auto Loan. missing bank statement caused delay at Fulfillment; refer POL-FRAUD-418.,Ops reviewer tagged case as Medium due to missing bank statement. Suggested action: complete disbursement check.,
LO-2025-000279,2025-12-17,KYC & Document Validation,Credit Card,Closure Request,Fulfillment,Open,High,Web Portal,Affluent,Central,KYC Pack,POL-DOC-330,Moderate,153800.08,35,6,37.3,18,15.6,No,0,No,4.3,Customer Dispute,Resolved - Manual Review,Disbursement Hold,Customer reported document upload issue for Credit Card; address mismatch flagged during Closure Request. KYC Pack review required under POL-DOC-330.,Branch follow-up completed. address mismatch remains open; refer to POL-DOC-330 before collect pending documents.,
LO-2025-000280,2025-10-25,Credit Decision Support,Auto Loan,Application Review,Decisioning,Pending Documents,Medium,Branch,SME,South,Bank Statement,POL-DOC-330,High,581975.50,39,6,77.9,24,43.7,Yes,3,Yes,3.6,Address Mismatch,Escalated to Ops Manager,Complaint Handling,SME borrower submitted Bank Statement; income variance noted while performing Application Review. Manual review requested.,Branch follow-up completed. income variance remains open; refer to POL-DOC-330 before complete disbursement check.,
LO-2025-000281,2025-08-23,KYC & Document Validation,Home Loan,Closure Request,Approval,Approved,Low,Relationship Manager,Affluent,Central,Collateral Deed,POL-FRAUD-418,High,4451716.75,49,4,34.2,26,33.2,Yes,0,Yes,3.9,Manual Override Needed,Rejected - Policy,Rate Revision,Relationship Manager request raised for Home Loan. Team observed income variance in Approval; case routed to KYC & Document Validation.,Analyst checked Collateral Deed and updated workflow to Approved. Next step: trigger manual credit review.,2025-08-24
LO-2025-000282,2025-05-30,Disbursement Control,Auto Loan,Closure Request,Validation,Pending Documents,Critical,Branch,Retail Mass,Central,Bank Statement,POL-FRAUD-418,Moderate,674685.90,39,6,28.8,16,29.8,Yes,2,Yes,3.7,System Queue Delay,Awaiting Customer Action,Closure & NOC,Customer submitted closure request for Auto Loan; system queue delay flagged during Closure Request. Bank Statement review required under POL-FRAUD-418.,Branch follow-up completed. system queue delay remains open; refer to POL-FRAUD-418 before complete disbursement check.,
LO-2025-000283,2025-05-28,Servicing & Amendments,SME Working Capital,Closure Request,Approval,Escalated,High,Web Portal,Retail Mass,South,Collateral Deed,POL-CREDIT-214,High,9718994.43,41,5,51.6,18,26.6,Yes,3,Yes,2.5,Collateral Valuation Gap,Rejected - Policy,Sanction Conditions,Retail Mass borrower submitted Collateral Deed; system queue delay noted while performing Closure Request. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is seek risk approval.,
LO-2025-000284,2025-04-05,KYC & Document Validation,SME Working Capital,Income Validation,Post-Disbursement,Escalated,High,Branch,Retail Mass,North,Closure Request,POL-SLA-512,High,8349857.23,50,2,74.5,16,19.4,Yes,3,Yes,2.1,Income Variance,Closed - Withdrawn,Fraud Escalation,Retail Mass borrower submitted Closure Request; AML alert noted while performing Income Validation. Manual review requested.,Ops reviewer tagged case as High due to AML alert. Suggested action: re-run KYC screening.,
LO-2025-000285,2025-11-28,Application Intake,Personal Loan,Sanction Review,Intake,Open,Critical,Relationship Manager,Corporate,East,Bank Statement,POL-KYC-101,High,520791.62,43,2,56.8,20,24.8,Yes,0,No,3.5,Rate Revision Request,Awaiting Customer Action,Complaint Handling,Corporate borrower submitted Bank Statement; fraud suspicion noted while performing Sanction Review. Manual review requested.,Ops reviewer tagged case as Critical due to fraud suspicion. Suggested action: contact customer for clarification.,
LO-2025-000286,2025-10-26,Servicing & Amendments,SME Working Capital,Application Review,Intake,Approved,Medium,Web Portal,SME,West,Closure Request,POL-KYC-101,High,10192538.62,51,2,51.7,24,29.4,Yes,3,Yes,3.2,System Queue Delay,Resolved - Manual Review,KYC Exception,Web Portal request raised for SME Working Capital. Team observed address mismatch in Intake; case routed to Servicing & Amendments.,Analyst checked Closure Request and updated workflow to Approved. Next step: contact customer for clarification.,2025-10-28
LO-2025-000287,2025-06-26,KYC & Document Validation,Loan Against Property,Closure Request,Validation,Approved,Critical,Email,Retail Mass,South,Dispute Form,POL-DOC-330,High,3464365.54,29,3,69,16,24.5,Yes,2,Yes,2.9,Customer Dispute,Closed - Withdrawn,Rate Revision,Customer submitted closure request for Loan Against Property; name mismatch flagged during Closure Request. Dispute Form review required under POL-DOC-330.,Exception memo logged. Customer segment Retail Mass; resolution path is complete disbursement check.,2025-06-27
LO-2025-000288,2025-02-15,Servicing & Amendments,Auto Loan,EMI Restructuring,Fulfillment,In Review,High,Mobile App,Retail Mass,East,Exception Memo,POL-COMP-709,Severe,960581.64,48,2,98.1,28,41.5,Yes,0,Yes,2.8,Fraud Suspected,Rejected - Policy,Rate Revision,Retail Mass borrower submitted Exception Memo; income variance noted while performing EMI Restructuring. Manual review requested.,Ops reviewer tagged case as High due to income variance. Suggested action: contact customer for clarification.,
LO-2025-000289,2025-06-03,Servicing & Amendments,Home Loan,Sanction Review,Approval,Open,High,Relationship Manager,Retail Mass,Central,Exception Memo,POL-CREDIT-214,High,3307899.60,39,2,61.2,22,18.4,No,3,Yes,3.8,Missing Document,Rejected - Policy,KYC Exception,Customer requested sanction clarification for Home Loan; missing bank statement flagged during Sanction Review. Exception Memo review required under POL-CREDIT-214.,Branch follow-up completed. missing bank statement remains open; refer to POL-CREDIT-214 before complete disbursement check.,
LO-2025-000290,2025-07-11,Disbursement Control,Personal Loan,Collateral Check,Intake,Escalated,Medium,Email,Affluent,East,Exception Memo,POL-SLA-512,Low,357216.22,42,3,4,36,51,Yes,0,Yes,3.2,Customer Dispute,Awaiting Customer Action,Disbursement Hold,Affluent borrower submitted Exception Memo; system queue delay noted while performing Collateral Check. Manual review requested.,Analyst checked Exception Memo and updated workflow to Escalated. Next step: seek risk approval.,
LO-2025-000291,2025-11-18,Disbursement Control,Personal Loan,Disbursement,Validation,In Review,Medium,Email,Retail Mass,East,Collateral Deed,POL-SLA-512,Moderate,399359.83,43,5,49,16,19.2,Yes,1,No,3.6,Signature Mismatch,Escalated to Ops Manager,Income Assessment,Email request raised for Personal Loan. Team observed fraud suspicion in Validation; case routed to Disbursement Control.,Branch follow-up completed. fraud suspicion remains open; refer to POL-SLA-512 before re-run KYC screening.,
LO-2025-000292,2025-03-21,Disbursement Control,Auto Loan,Disbursement,Intake,Approved,High,Branch,Affluent,East,Exception Memo,POL-FRAUD-418,Moderate,1194284.21,29,1,35,14,6.8,No,1,No,3.6,System Queue Delay,Resolved - Manual Review,Collateral Review,Customer asked for rate revision for Auto Loan; income variance flagged during Disbursement. Exception Memo review required under POL-FRAUD-418.,Exception memo logged. Customer segment Affluent; resolution path is trigger manual credit review.,2025-03-22
LO-2025-000293,2025-04-24,Complaints & Exceptions,Credit Card,Closure Request,Decisioning,Escalated,Low,Web Portal,Corporate,Central,Closure Request,POL-CREDIT-214,Moderate,93558.56,34,1,39.3,26,50.1,Yes,2,Yes,2.7,Rate Revision Request,Rejected - Policy,Disbursement Hold,Web Portal request raised for Credit Card. Team observed name mismatch in Decisioning; case routed to Complaints & Exceptions.,Ops reviewer tagged case as Low due to name mismatch. Suggested action: update sanction terms.,
LO-2025-000294,2025-06-04,Credit Decision Support,Loan Against Property,KYC Verification,Intake,Escalated,High,Branch,Retail Mass,Central,KYC Pack,POL-FRAUD-418,High,3908385.57,4,6,5.5,10,16.8,Yes,5,Yes,2.7,Name Mismatch,Rejected - Policy,Disbursement Hold,Customer requested disbursement for Loan Against Property; name mismatch flagged during KYC Verification. KYC Pack review required under POL-FRAUD-418.,Ops reviewer tagged case as High due to name mismatch. Suggested action: update sanction terms.,
LO-2025-000295,2025-09-28,Application Intake,SME Working Capital,Income Validation,Exception Handling,Closed,Critical,Web Portal,Retail Mass,Central,Sanction Letter,POL-SLA-512,High,2996076.92,33,3,10.4,14,7.4,No,2,Yes,3.8,Manual Override Needed,Rejected - Risk,Income Assessment,Retail Mass borrower submitted Sanction Letter; income variance noted while performing Income Validation. Manual review requested.,Analyst checked Sanction Letter and updated workflow to Closed. Next step: trigger manual credit review.,2025-09-28
LO-2025-000296,2025-02-27,Servicing & Amendments,Loan Against Property,Closure Request,Decisioning,Approved,Medium,Email,Retail Mass,East,Dispute Form,POL-FRAUD-418,Severe,6579358.50,15,4,88.4,20,13.6,No,4,Yes,4,Address Mismatch,Awaiting Customer Action,Complaint Handling,Customer reported document upload issue for Loan Against Property; collateral valuation gap flagged during Closure Request. Dispute Form review required under POL-FRAUD-418.,Ops reviewer tagged case as Medium due to collateral valuation gap. Suggested action: contact customer for clarification.,2025-02-28
LO-2025-000297,2025-02-05,Credit Decision Support,SME Working Capital,Application Review,Intake,Approved,Medium,Web Portal,SME,West,Sanction Letter,POL-SLA-512,High,4198560.93,22,2,26.6,24,12.4,No,0,No,3.5,Customer Dispute,Closed - Duplicate,Disbursement Hold,Customer requested sanction clarification for SME Working Capital; duplicate request flagged during Application Review. Sanction Letter review required under POL-SLA-512.,Exception memo logged. Customer segment SME; resolution path is trigger manual credit review.,2025-02-06
LO-2025-000298,2025-03-04,Disbursement Control,Personal Loan,KYC Verification,Intake,In Review,High,Email,SME,South,Income Proof,POL-DOC-330,High,370886.41,35,6,82.4,10,15.1,Yes,2,Yes,4.3,Address Mismatch,Awaiting Customer Action,Rate Revision,Case originated via Email for Personal Loan. collateral valuation gap caused delay at Intake; refer POL-DOC-330.,Branch follow-up completed. collateral valuation gap remains open; refer to POL-DOC-330 before complete disbursement check.,
LO-2025-000299,2025-01-28,Disbursement Control,Personal Loan,EMI Restructuring,Closure,Approved,Low,Web Portal,Retail Mass,West,Exception Memo,POL-CREDIT-214,Moderate,471584.91,63,1,26.2,36,36.4,Yes,2,Yes,3.5,Signature Mismatch,Rejected - Policy,Collateral Review,Customer submitted closure request for Personal Loan; name mismatch flagged during EMI Restructuring. Exception Memo review required under POL-CREDIT-214.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,2025-01-30
LO-2025-000300,2025-01-17,Disbursement Control,Auto Loan,KYC Verification,Fulfillment,Approved,Medium,Web Portal,Retail Mass,West,Exception Memo,POL-SLA-512,Moderate,1519215.91,26,1,31.1,12,10.9,No,1,No,4,Collateral Valuation Gap,Closed - Withdrawn,Complaint Handling,Case originated via Web Portal for Auto Loan. signature mismatch caused delay at Fulfillment; refer POL-SLA-512.,Exception memo logged. Customer segment Retail Mass; resolution path is contact customer for clarification.,2025-01-18
LO-2025-000301,2025-09-01,Application Intake,Home Loan,Sanction Review,Exception Handling,Pending Documents,Medium,Web Portal,Retail Mass,North,Exception Memo,POL-SERV-605,Severe,4023794.67,1,1,89.5,24,47.3,Yes,1,Yes,4.8,Fraud Suspected,Closed - Duplicate,Complaint Handling,Customer asked for rate revision for Home Loan; address mismatch flagged during Sanction Review. Exception Memo review required under POL-SERV-605.,Branch follow-up completed. address mismatch remains open; refer to POL-SERV-605 before contact customer for clarification.,
LO-2025-000302,2025-08-08,KYC & Document Validation,SME Working Capital,Sanction Review,Validation,Open,Low,Relationship Manager,Retail Mass,Central,KYC Pack,POL-COMP-709,High,4280453.92,45,5,4.9,30,23.9,No,0,No,4.8,Signature Mismatch,Rejected - Risk,Rate Revision,Case originated via Relationship Manager for SME Working Capital. duplicate request caused delay at Validation; refer POL-COMP-709.,Analyst checked KYC Pack and updated workflow to Open. Next step: update sanction terms.,
LO-2025-000303,2025-05-17,KYC & Document Validation,Home Loan,KYC Verification,Exception Handling,Open,Medium,Web Portal,Retail Mass,East,KYC Pack,POL-FRAUD-418,Severe,2639052.04,37,8,88.2,12,15.3,Yes,1,No,2.3,Signature Mismatch,Awaiting Customer Action,Closure & NOC,Customer raised repayment grievance for Home Loan; address mismatch flagged during KYC Verification. KYC Pack review required under POL-FRAUD-418.,Exception memo logged. Customer segment Retail Mass; resolution path is complete disbursement check.,
LO-2025-000304,2025-10-02,Servicing & Amendments,Personal Loan,KYC Verification,Fulfillment,Pending Documents,Medium,Relationship Manager,Affluent,South,Collateral Deed,POL-DOC-330,Low,298549.95,17,5,7.4,12,16.1,Yes,1,No,3.8,Customer Dispute,Rejected - Risk,Sanction Conditions,Affluent borrower submitted Collateral Deed; system queue delay noted while performing KYC Verification. Manual review requested.,Branch follow-up completed. system queue delay remains open; refer to POL-DOC-330 before complete disbursement check.,
LO-2025-000305,2025-08-10,Complaints & Exceptions,SME Working Capital,Complaint Resolution,Intake,In Review,Low,Relationship Manager,Retail Mass,South,Closure Request,POL-COMP-709,High,3740938.79,17,1,81.9,54,53.2,No,2,Yes,4.1,Name Mismatch,Closed - Withdrawn,Disbursement Hold,Relationship Manager request raised for SME Working Capital. Team observed fraud suspicion in Intake; case routed to Complaints & Exceptions.,Exception memo logged. Customer segment Retail Mass; resolution path is close as duplicate.,
LO-2025-000306,2025-09-25,Credit Decision Support,SME Working Capital,Application Review,Fulfillment,Approved,Low,Web Portal,Affluent,West,Collateral Deed,POL-SERV-605,High,5433385.91,45,8,14.9,30,31.3,Yes,1,Yes,4.4,Fraud Suspected,Closed - Duplicate,SLA Monitoring,Web Portal request raised for SME Working Capital. Team observed duplicate request in Fulfillment; case routed to Credit Decision Support.,Ops reviewer tagged case as Low due to duplicate request. Suggested action: close as duplicate.,2025-09-26
LO-2025-000307,2025-01-15,Complaints & Exceptions,Personal Loan,KYC Verification,Fulfillment,Closed,Medium,Web Portal,Retail Mass,Central,Sanction Letter,POL-FRAUD-418,Moderate,442021.97,30,3,45.1,12,14.9,Yes,0,No,3.9,Address Mismatch,Resolved - Standard,Income Assessment,Case originated via Web Portal for Personal Loan. missing bank statement caused delay at Fulfillment; refer POL-FRAUD-418.,Exception memo logged. Customer segment Retail Mass; resolution path is complete disbursement check.,2025-01-16
LO-2025-000308,2025-02-02,KYC & Document Validation,Home Loan,Application Review,Validation,Closed,High,Branch,SME,West,KYC Pack,POL-KYC-101,High,1593293.84,47,3,79.4,22,19.3,No,1,No,3.2,Name Mismatch,Resolved - Manual Review,Rate Revision,Customer asked for rate revision for Home Loan; address mismatch flagged during Application Review. KYC Pack review required under POL-KYC-101.,Ops reviewer tagged case as High due to address mismatch. Suggested action: update sanction terms.,2025-02-03
LO-2025-000309,2025-05-01,Credit Decision Support,Personal Loan,KYC Verification,Approval,Closed,Critical,Email,Retail Mass,North,Sanction Letter,POL-SLA-512,Severe,424545.35,9,2,90.8,8,8.3,Yes,1,No,3.4,Name Mismatch,Escalated to Ops Manager,Rate Revision,Email request raised for Personal Loan. Team observed signature mismatch in Approval; case routed to Credit Decision Support.,Ops reviewer tagged case as Critical due to signature mismatch. Suggested action: update sanction terms.,2025-05-01
LO-2025-000310,2025-06-07,KYC & Document Validation,Personal Loan,Complaint Resolution,Intake,Approved,High,Branch,Affluent,West,Sanction Letter,POL-DOC-330,High,297204.52,64,3,75.3,46,41.4,No,0,No,4.5,Income Variance,Closed - Duplicate,Rate Revision,Customer requested sanction clarification for Personal Loan; system queue delay flagged during Complaint Resolution. Sanction Letter review required under POL-DOC-330.,Ops reviewer tagged case as High due to system queue delay. Suggested action: close as duplicate.,2025-06-09
LO-2025-000311,2025-04-18,Complaints & Exceptions,Auto Loan,Disbursement,Exception Handling,Rejected,Medium,Branch,Retail Mass,North,Dispute Form,POL-DOC-330,High,1306491.95,19,2,66.5,16,23,Yes,1,No,2.8,Collateral Valuation Gap,Escalated to Ops Manager,Income Assessment,Retail Mass borrower submitted Dispute Form; collateral valuation gap noted while performing Disbursement. Manual review requested.,Exception memo logged. Customer segment Retail Mass; resolution path is collect pending documents.,2025-04-19
LO-2025-000312,2025-08-04,Servicing & Amendments,Credit Card,Closure Request,Decisioning,In Review,High,Relationship Manager,SME,North,Bank Statement,POL-SERV-605,High,80364.45,21,8,64.7,18,31.9,Yes,5,Yes,2.7,Collateral Valuation Gap,Rejected - Policy,Complaint Handling,Case originated via Relationship Manager for Credit Card. income variance caused delay at Decisioning; refer POL-SERV-605.,Analyst checked Bank Statement and updated workflow to In Review. Next step: collect pending documents.,
LO-2025-000313,2025-09-02,Servicing & Amendments,SME Working Capital,Income Validation,Intake,Pending Documents,Medium,Mobile App,Retail Mass,South,Bank Statement,POL-COMP-709,Severe,12080385.28,21,3,90.9,18,34.8,Yes,3,Yes,1.9,Manual Override Needed,Rejected - Risk,Closure & NOC,Mobile App request raised for SME Working Capital. Team observed signature mismatch in Intake; case routed to Servicing & Amendments.,Branch follow-up completed. signature mismatch remains open; refer to POL-COMP-709 before close as duplicate.,
LO-2025-000314,2025-01-26,KYC & Document Validation,Home Loan,EMI Restructuring,Exception Handling,Closed,High,Branch,Corporate,Central,Sanction Letter,POL-KYC-101,High,3997188.13,53,3,29.3,28,24.6,No,4,Yes,3.9,AML Trigger,Rejected - Policy,Sanction Conditions,Corporate borrower submitted Sanction Letter; AML alert noted while performing EMI Restructuring. Manual review requested.,Analyst checked Sanction Letter and updated workflow to Closed. Next step: re-run KYC screening.,2025-01-27
LO-2025-000315,2025-03-08,Application Intake,Loan Against Property,Fraud Review,Decisioning,Closed,Medium,Relationship Manager,Retail Mass,South,Sanction Letter,POL-COMP-709,Severe,3067188.25,35,4,86.5,8,5.3,No,2,Yes,4.6,Collateral Valuation Gap,Rejected - Policy,Disbursement Hold,Relationship Manager request raised for Loan Against Property. Team observed system queue delay in Decisioning; case routed to Application Intake.,Ops reviewer tagged case as Medium due to system queue delay. Suggested action: complete disbursement check.,2025-03-08
LO-2025-000316,2025-12-18,Application Intake,Personal Loan,Sanction Review,Closure,Pending Documents,Medium,Branch,Affluent,West,Income Proof,POL-KYC-101,Severe,174744.98,38,5,100,24,50,Yes,0,Yes,4.3,AML Trigger,Resolved - Manual Review,Collateral Review,Case originated via Branch for Personal Loan. signature mismatch caused delay at Closure; refer POL-KYC-101.,Branch follow-up completed. signature mismatch remains open; refer to POL-KYC-101 before trigger manual credit review.,
LO-2025-000317,2025-07-22,Application Intake,Personal Loan,Collateral Check,Decisioning,In Review,Medium,Relationship Manager,SME,North,KYC Pack,POL-DOC-330,High,172863.49,24,4,67.4,36,34.4,No,0,Yes,4.5,Fraud Suspected,Escalated to Ops Manager,SLA Monitoring,Relationship Manager request raised for Personal Loan. Team observed duplicate request in Decisioning; case routed to Application Intake.,Analyst checked KYC Pack and updated workflow to In Review. Next step: seek risk approval.,
LO-2025-000318,2025-08-09,Credit Decision Support,Home Loan,Disbursement,Exception Handling,Pending Documents,Medium,Mobile App,Retail Mass,North,Closure Request,POL-KYC-101,High,2129770.72,16,3,66.3,16,23.4,Yes,0,No,3.6,Income Variance,Rejected - Policy,Fraud Escalation,Retail Mass borrower submitted Closure Request; AML alert noted while performing Disbursement. Manual review requested.,Branch follow-up completed. AML alert remains open; refer to POL-KYC-101 before complete disbursement check.,
LO-2025-000319,2025-12-28,Complaints & Exceptions,Auto Loan,Income Validation,Approval,Closed,High,Web Portal,Retail Mass,North,Sanction Letter,POL-CREDIT-214,Moderate,838074.18,20,3,40.3,16,3.6,No,0,No,4.8,Missing Document,Awaiting Customer Action,Fraud Escalation,Customer asked for rate revision for Auto Loan; AML alert flagged during Income Validation. Sanction Letter review required under POL-CREDIT-214.,Analyst checked Sanction Letter and updated workflow to Closed. Next step: contact customer for clarification.,2025-12-28
LO-2025-000320,2025-10-26,Credit Decision Support,Loan Against Property,Closure Request,Approval,Closed,High,Branch,Retail Mass,East,Bank Statement,POL-COMP-709,High,4098545.37,38,3,66.7,18,31,Yes,1,No,3.8,Income Variance,Resolved - Manual Review,Complaint Handling,Case originated via Branch for Loan Against Property. AML alert caused delay at Approval; refer POL-COMP-709.,Ops reviewer tagged case as High due to AML alert. Suggested action: contact customer for clarification.,2025-10-27
LO-2025-000321,2025-11-01,Application Intake,Credit Card,KYC Verification,Decisioning,Approved,Critical,Relationship Manager,Retail Mass,North,Exception Memo,POL-COMP-709,High,47404.91,44,2,65.8,8,6.6,No,1,No,4.5,Rate Revision Request,Rejected - Policy,Fraud Escalation,Customer requested sanction clarification for Credit Card; system queue delay flagged during KYC Verification. Exception Memo review required under POL-COMP-709.,Exception memo logged. Customer segment Retail Mass; resolution path is re-run KYC screening.,2025-11-02
LO-2025-000322,2025-04-17,Application Intake,Home Loan,Sanction Review,Validation,Open,Low,Email,Retail Mass,West,Collateral Deed,POL-CREDIT-214,High,5548250.92,30,6,14.7,30,27.6,No,5,Yes,2.5,Address Mismatch,Escalated to Ops Manager,Closure & NOC,Case originated via Email for Home Loan. income variance caused delay at Validation; refer POL-CREDIT-214.,Ops reviewer tagged case as Low due to income variance. Suggested action: trigger manual credit review.,
LO-2025-000323,2025-02-16,Credit Decision Support,Personal Loan,Sanction Review,Exception Handling,Approved,Medium,Branch,Retail Mass,South,Exception Memo,POL-FRAUD-418,Severe,414068.51,27,1,94.1,24,32.3,Yes,2,Yes,3.5,Customer Dispute,Resolved - Standard,Fraud Escalation,Branch request raised for Personal Loan. Team observed AML alert in Exception Handling; case routed to Credit Decision Support.,Exception memo logged. Customer segment Retail Mass; resolution path is trigger manual credit review.,2025-02-18
LO-2025-000324,2025-03-18,Complaints & Exceptions,Personal Loan,Collateral Check,Fulfillment,Escalated,Critical,Mobile App,Affluent,North,Collateral Deed,POL-FRAUD-418,High,382298.17,34,11,68.8,32,53.7,Yes,1,Yes,4.7,Customer Dispute,Resolved - Standard,Income Assessment,Mobile App request raised for Personal Loan. Team observed system queue delay in Fulfillment; case routed to Complaints & Exceptions.,Exception memo logged. Customer segment Affluent; resolution path is close as duplicate.,
